date,store_nbr,unit_sales,predicted_sales
2017-05-27,20,14987.996,14831.435
2017-05-27,21,13183.288,11930.938
2017-05-27,22,7232.713,5679.5234
2017-05-27,23,8352.701,7611.61
2017-05-27,24,16603.928,17556.973
2017-05-27,25,14734.203,10358.16
2017-05-27,26,5149.49,4700.858
2017-05-27,27,16557.744,15394.167
2017-05-27,28,16348.459,14024.711
2017-05-27,29,12176.944,11076.327
2017-05-27,30,4950.536,4634.6816
2017-05-27,31,14950.405999999999,12862.401
2017-05-27,32,8820.171,3755.5793
2017-05-27,33,10496.782,8752.626
2017-05-27,34,10180.106,9881.988
2017-05-27,35,7550.628,5636.1255
2017-05-27,36,12740.389,10542.812
2017-05-27,37,14041.496,13181.997
2017-05-27,38,16152.502,14520.096
2017-05-27,39,20565.406,15659.306
2017-05-27,40,16691.15,13586.816
2017-05-27,41,15430.412,12326.413
2017-05-27,42,15872.273,13881.18
2017-05-27,43,16065.464,12783.297
2017-05-27,44,52001.639,55081.926
2017-05-27,45,48989.16,46642.5
2017-05-27,46,35989.278,37847.137
2017-05-27,47,42279.882,42013.617
2017-05-27,48,30312.673,30984.777
2017-05-27,49,35515.306,36326.395
2017-05-27,50,26543.727,24020.578
2017-05-27,51,22435.38,23461.207
2017-05-27,52,25580.452,25031.418
2017-05-27,53,12818.39,11779.15
2017-05-27,54,9687.786,7775.089
2017-05-28,1,4828.669,3919.7314
2017-05-28,2,18324.642,15740.765
2017-05-28,3,43451.795,38975.992
2017-05-28,4,18053.912,14674.271
2017-05-28,5,11137.521,9617.181
2017-05-28,6,24800.771,21768.623
2017-05-28,7,18829.428,16987.225
2017-05-28,8,27480.694,23702.29
2017-05-28,9,23323.192,20522.291
2017-05-28,10,5926.99,5716.423
2017-05-28,11,23422.535,19782.008
2017-05-28,12,9207.443,7564.4595
2017-05-28,13,6724.151,5693.766
2017-05-28,14,6696.2080000000005,6114.2754
2017-05-28,15,6944.68,6035.539
2017-05-28,16,9322.684,6996.209
2017-05-28,17,20033.059,16513.238
2017-05-28,18,15122.42,11741.204
2017-05-28,19,9865.205,8511.307
2017-05-28,20,25968.416,20100.434
2017-05-28,21,18597.254,15803.482
2017-05-28,22,7829.969999999999,6554.6753
2017-05-28,23,8318.038,8000.799
2017-05-28,24,16220.845,15083.03
2017-05-28,25,8603.681999999999,8307.837
2017-05-28,26,6468.954,5446.831
2017-05-28,27,21681.459,19627.338
2017-05-28,28,24562.31,18034.791
2017-05-28,29,17893.047,13843.055
2017-05-28,30,6759.924,4876.9243
2017-05-28,31,19639.141,14531.102
2017-05-28,32,4603.149,3828.632
2017-05-28,33,11784.889,9310.365
2017-05-28,34,11710.609,9214.009
2017-05-28,35,6011.468,5463.3545
2017-05-28,36,12597.68,11120.147
2017-05-28,37,10512.947,10121.821
2017-05-28,38,15594.606,15318.983
2017-05-28,39,17564.942,16169.591
2017-05-28,40,15564.474,12531.577
2017-05-28,41,18626.532,15437.588
2017-05-28,42,15135.259,13794.124
2017-05-28,43,20388.025999999998,15612.069
2017-05-28,44,57768.979,55709.227
2017-05-28,45,57303.254,51373.91
2017-05-28,46,45398.506,42258.438
2017-05-28,47,50298.873,46309.684
2017-05-28,48,39541.968,36841.336
2017-05-28,49,43899.533,38447.633
2017-05-28,50,28957.421,25588.63
2017-05-28,51,26654.027,23959.215
2017-05-28,52,27645.832,23786.963
2017-05-28,53,15811.168,13596.318
2017-05-28,54,16364.33,11088.375
2017-05-29,1,11576.632,8823.097
2017-05-29,2,12889.503999999999,11405.511
2017-05-29,3,33210.089,27151.293
2017-05-29,4,11738.616,9238.845
2017-05-29,5,9708.358,8105.5996
2017-05-29,6,15894.346,13954.523
2017-05-29,7,22068.099,18326.232
2017-05-29,8,19112.719,16832.438
2017-05-29,9,16196.755,14161.615
2017-05-29,10,6148.443,4866.4604
2017-05-29,11,16833.308,14892.0205
2017-05-29,12,8167.915,6716.9614
2017-05-29,13,6581.802,5796.4604
2017-05-29,14,8546.318,7344.844
2017-05-29,15,8858.436,7204.9272
2017-05-29,16,7791.465999999999,5077.869
2017-05-29,17,15374.535,12011.678
2017-05-29,18,10050.030999999999,7824.121
2017-05-29,19,9594.561,7738.335
2017-05-29,20,11435.084,10335.581
2017-05-29,21,12723.382,10069.392
2017-05-29,22,6743.095,5471.2573
2017-05-29,23,7853.271,6749.91
2017-05-29,24,16745.654,14163.577
2017-05-29,25,6198.413,6412.459
2017-05-29,26,4611.025,3557.2502
2017-05-29,27,14998.658,12865.081
2017-05-29,28,13223.369999999999,11430.241
2017-05-29,29,10203.68,9661.254
2017-05-29,30,6601.824,4465.823
2017-05-29,31,12259.758,10285.945
2017-05-29,32,5138.791,3528.8875
2017-05-29,33,9013.042,7414.177
2017-05-29,34,10755.423,9357.616
2017-05-29,35,6525.081,4852.043
2017-05-29,36,11154.471,9557.189
2017-05-29,37,13155.889,10827.577
2017-05-29,38,11041.066,10004.959
2017-05-29,39,17629.554,12870.066
2017-05-29,40,14960.288,13173.269
2017-05-29,41,12397.291000000001,9778.143
2017-05-29,42,12297.664,9989.626
2017-05-29,43,16452.328999999998,12714.731
2017-05-29,44,36869.294,31831.613
2017-05-29,45,34532.353,31884.035
2017-05-29,46,23309.136,21344.822
2017-05-29,47,30784.227,28529.164
2017-05-29,48,18840.707,17900.645
2017-05-29,49,35158.673,29511.57
2017-05-29,50,19673.821,16606.844
2017-05-29,51,22429.887,19067.916
2017-05-29,52,17724.636,15756.19
2017-05-29,53,9771.563,8346.813
2017-05-29,54,9384.124,7493.1646
2017-05-30,1,9664.334,8711.225
2017-05-30,2,12121.645,10855.062
2017-05-30,3,31759.265,27056.854
2017-05-30,4,9848.427,9099.821
2017-05-30,5,9261.279999999999,7782.5034
2017-05-30,6,14515.975,13164.452
2017-05-30,7,19872.749,17229.143
2017-05-30,8,18035.352,16084.87
2017-05-30,9,16510.504,15152.497
2017-05-30,10,6216.629,5113.6543
2017-05-30,11,16381.249,15639.346
2017-05-30,12,7087.639,6155.903
2017-05-30,13,6570.617,5503.3105
2017-05-30,14,7149.383,6866.306
2017-05-30,15,9197.411,7218.839
2017-05-30,16,6139.5599999999995,5035.899
2017-05-30,17,13276.243,12526.864
2017-05-30,18,11677.254,9624.633
2017-05-30,19,8844.686,7305.9424
2017-05-30,20,11490.671,11436.81
2017-05-30,21,12207.797999999999,10200.516
2017-05-30,22,6302.197,5517.5522
2017-05-30,23,7937.6849999999995,6754.9004
2017-05-30,24,14823.508,13513.387
2017-05-30,25,5478.562,5796.2417
2017-05-30,26,3863.58,3306.8464
2017-05-30,27,12337.377,11782.878
2017-05-30,28,15600.857,13949.951
2017-05-30,29,13611.431,10748.999
2017-05-30,30,9440.345,5243.841
2017-05-30,31,13914.638,12570.836
2017-05-30,32,4587.186,3686.977
2017-05-30,33,10228.46,8224.023
2017-05-30,34,10026.508,9090.903
2017-05-30,35,5680.805,4716.849
2017-05-30,36,15112.177,12807.615
2017-05-30,37,11342.041,10387.958
2017-05-30,38,10753.914999999999,8712.144
2017-05-30,39,17666.694,13303.134
2017-05-30,40,14405.401,13150.315
2017-05-30,41,11431.214,8875.701
2017-05-30,42,11005.396,9473.085
2017-05-30,43,15705.83,13027.89
2017-05-30,44,33956.715,31010.795
2017-05-30,45,31646.532,28795.523
2017-05-30,46,24249.213,20792.115
2017-05-30,47,28303.858,26610.037
2017-05-30,48,19171.601,17014.832
2017-05-30,49,27912.563000000002,25729.584
2017-05-30,50,15731.294,14952.217
2017-05-30,51,20915.76,17174.941
2017-05-30,52,17518.771,15226.958
2017-05-30,53,9407.681999999999,8065.2847
2017-05-30,54,11126.49,6793.6587
2017-05-31,1,13952.151,11120.957
2017-05-31,2,15397.921,12666.931
2017-05-31,3,37837.141,33666.203
2017-05-31,4,12519.155999999999,10454.706
2017-05-31,5,10084.865,8643.852
2017-05-31,6,16909.948,14339.402
2017-05-31,7,24627.004,21180.426
2017-05-31,8,23406.387,21264.297
2017-05-31,9,16470.636,14782.815
2017-05-31,10,6725.896,4781.902
2017-05-31,11,17489.191,14775.814
2017-05-31,12,7492.141,5936.2314
2017-05-31,13,6804.268999999999,5309.904
2017-05-31,14,8307.943,6469.746
2017-05-31,15,8053.465999999999,6725.3228
2017-05-31,16,10648.488999999998,4844.9473
2017-05-31,17,13279.271999999999,11321.388
2017-05-31,18,8384.943,7360.4644
2017-05-31,19,8894.369,7150.321
2017-05-31,20,13918.092,11617.037
2017-05-31,21,12026.707,9014.425
2017-05-31,22,6865.136,5665.094
2017-05-31,23,8356.86,6708.6934
2017-05-31,24,21677.229,18344.309
2017-05-31,25,8528.199999999999,6416.9775
2017-05-31,26,6174.733,4510.8257
2017-05-31,27,15983.66,14334.01
2017-05-31,28,15191.961,12186.538
2017-05-31,29,12303.677,10147.56
2017-05-31,30,10069.223999999998,4889.2046
2017-05-31,31,12086.946,11789.617
2017-05-31,32,4675.719,3664.717
2017-05-31,33,9052.248,7519.998
2017-05-31,34,10845.026,9248.437
2017-05-31,35,5847.243,4712.4346
2017-05-31,36,11749.025,10131.955
2017-05-31,37,14548.378999999999,13044.478
2017-05-31,38,13351.359,11211.896
2017-05-31,39,19798.071000000004,10999.816
2017-05-31,40,13818.562,12223.109
2017-05-31,41,19655.408,10934.255
2017-05-31,42,13083.957,11648.626
2017-05-31,43,15568.321,11929.548
2017-05-31,44,43260.895,40581.254
2017-05-31,45,35580.758,32948.312
2017-05-31,46,25578.563000000002,23306.13
2017-05-31,47,35425.565,31650.553
2017-05-31,48,19821.303,19050.867
2017-05-31,49,37770.039,33058.75
2017-05-31,50,18880.685,15855.234
2017-05-31,51,26738.797000000002,23187.105
2017-05-31,52,25222.23,18163.514
2017-05-31,53,14226.523,11515.713
2017-05-31,54,9321.74,6706.6763
2017-06-01,1,11216.651,9915.882
2017-06-01,2,12893.66,12685.028
2017-06-01,3,32223.223,29988.05
2017-06-01,4,10556.975,10296.331
2017-06-01,5,8321.97,8150.7837
2017-06-01,6,14476.231,13958.483
2017-06-01,7,20969.965,18357.607
2017-06-01,8,19376.458,17439.81
2017-06-01,9,20931.973,17951.316
2017-06-01,10,5750.844,5580.7925
2017-06-01,11,24362.989999999998,20575.53
2017-06-01,12,7504.813,6924.3936
2017-06-01,13,7452.761,6091.8467
2017-06-01,14,7639.785,7208.2554
2017-06-01,15,8161.788,7555.22
2017-06-01,16,5018.34,4987.8677
2017-06-01,17,13130.327,11619.815
2017-06-01,18,9828.977,9223.195
2017-06-01,19,8074.9039999999995,8090.482
2017-06-01,20,16599.089,13473.753
2017-06-01,21,10720.987,10547.7295
2017-06-01,22,7304.205,6744.533
2017-06-01,23,8029.798,6500.943
2017-06-01,24,15058.932,14471.894
2017-06-01,25,5637.6449999999995,5600.3535
2017-06-01,26,8472.643999999998,5314.1313
2017-06-01,27,9990.571,12132.527
2017-06-01,28,14852.373,14641.054
2017-06-01,29,10376.91,10479.178
2017-06-01,30,4767.849,4443.789
2017-06-01,31,14365.029,13802.567
2017-06-01,32,4306.707,3934.77
2017-06-01,33,9359.728,9851.29
2017-06-01,34,9805.181,9530.678
2017-06-01,35,6173.2,5406.7905
2017-06-01,36,12272.02,12173.803
2017-06-01,37,12974.643,12062.439
2017-06-01,38,11418.107,10680.475
2017-06-01,39,12652.694,13783.404
2017-06-01,40,13975.32,14332.234
2017-06-01,41,10577.072,9844.451
2017-06-01,42,12733.17,12743.305
2017-06-01,43,12980.036,13809.305
2017-06-01,44,37560.81,30510.71
2017-06-01,45,33931.807,32462.53
2017-06-01,46,26133.393,24303.281
2017-06-01,47,33697.523,31061.533
2017-06-01,48,23882.107,21644.895
2017-06-01,49,33845.847,30321.236
2017-06-01,50,19486.492,17931.186
2017-06-01,51,18902.071,19530.613
2017-06-01,52,18157.432,13077.189
2017-06-01,53,9225.36,9466.42
2017-06-01,54,5633.795,6503.8447
2017-06-02,1,13002.107,10489.586
2017-06-02,2,16466.425,14072.203
2017-06-02,3,43297.51,34846.19
2017-06-02,4,13857.106,11525.094
2017-06-02,5,12135.133,9271.256
2017-06-02,6,19204.761,16083.506
2017-06-02,7,25362.589,20239.492
2017-06-02,8,24873.867,21158.479
2017-06-02,9,19977.448,16925.393
2017-06-02,10,7005.159,5309.851
2017-06-02,11,23809.418999999998,19858.426
2017-06-02,12,8643.458,6526.4653
2017-06-02,13,6993.049,6030.0063
2017-06-02,14,8098.977,6629.4854
2017-06-02,15,8687.515,6992.77
2017-06-02,16,7170.825,4530.404
2017-06-02,17,13503.913,11313.888
2017-06-02,18,10167.438,8010.5684
2017-06-02,19,9075.191,7849.572
2017-06-02,20,15602.262999999999,11610.243
2017-06-02,21,12338.959,9588.363
2017-06-02,22,6896.009,5889.5913
2017-06-02,23,8674.585,7633.639
2017-06-02,24,21060.09,16687.584
2017-06-02,25,8434.078,7092.9995
2017-06-02,26,5764.071,4973.947
2017-06-02,27,13464.416,12225.3955
2017-06-02,28,13111.520999999999,11787.115
2017-06-02,29,9970.695,8747.514
2017-06-02,30,4436.333,3901.5068
2017-06-02,31,13456.918,11955.821
2017-06-02,32,3715.42,3342.3433
2017-06-02,33,9168.123,8114.1987
2017-06-02,34,11492.203,9674.314
2017-06-02,35,6580.522,4654.461
2017-06-02,36,11663.653,9907.056
2017-06-02,37,16823.673,12926.16
2017-06-02,38,13064.758,10841.093
2017-06-02,39,16198.278,13065.821
2017-06-02,40,13915.822,13005.329
2017-06-02,41,11405.724,9862.683
2017-06-02,42,14474.128,12827.877
2017-06-02,43,13336.107,12818.79
2017-06-02,44,51326.504,41089.008
2017-06-02,45,48119.985,40705.258
2017-06-02,46,34788.294,27747.21
2017-06-02,47,43371.626,35287.074
2017-06-02,48,28529.174,23593.094
2017-06-02,49,45638.31,36754.297
2017-06-02,50,21952.054,18988.715
2017-06-02,51,32058.436999999998,23804.201
2017-06-02,52,20709.667,15882.777
2017-06-02,53,12472.314,10065.558
2017-06-02,54,7643.579,6873.03
2017-06-03,1,12593.627,10431.289
2017-06-03,2,19914.688,17438.33
2017-06-03,3,51623.903999999995,42412.37
2017-06-03,4,18548.141,14651.726
2017-06-03,5,12138.309,10213.62
2017-06-03,6,25534.548,20125.484
2017-06-03,7,21595.234,18376.768
2017-06-03,8,30726.88,26587.941
2017-06-03,9,28976.622,24838.686
2017-06-03,10,9353.062,7991.5522
2017-06-03,11,32126.246,25744.355
2017-06-03,12,9490.034,8066.4805
2017-06-03,13,11947.932,9337.181
2017-06-03,14,11438.691,10704.055
2017-06-03,15,9317.379,8374.84
2017-06-03,16,8268.237,6154.4385
2017-06-03,17,19554.868,16051.974
2017-06-03,18,15477.454,12151.996
2017-06-03,19,15877.887,13068.361
2017-06-03,20,25719.289,19769.623
2017-06-03,21,16899.414,14745.477
2017-06-03,22,8126.615,6782.9775
2017-06-03,23,8455.555,7781.27
2017-06-03,24,22239.338,17849.709
2017-06-03,25,9684.867,7426.277
2017-06-03,26,7114.315,5266.0913
2017-06-03,27,18997.597999999998,14870.801
2017-06-03,28,20688.776,16478.996
2017-06-03,29,16096.377,12314.128
2017-06-03,30,5915.331,4432.8657
2017-06-03,31,17071.339,14752.35
2017-06-03,32,5614.089,4056.4976
2017-06-03,33,12778.541,10789.683
2017-06-03,34,13476.872,11161.015
2017-06-03,35,7014.032999999999,5269.062
2017-06-03,36,14342.377,11120.965
2017-06-03,37,17094.313,14160.922
2017-06-03,38,20270.356,15950.269
2017-06-03,39,24006.047,18672.414
2017-06-03,40,20672.621,15551.409
2017-06-03,41,15738.623,13093.718
2017-06-03,42,19033.448,16821.33
2017-06-03,43,15954.319,14976.124
2017-06-03,44,65765.31,53550.824
2017-06-03,45,62180.754,48447.203
2017-06-03,46,55563.47,41477.16
2017-06-03,47,56521.125,45428.367
2017-06-03,48,45049.747,36515.516
2017-06-03,49,42394.638,41224.25
2017-06-03,50,32049.727,26544.076
2017-06-03,51,29266.387,23044.607
2017-06-03,52,29101.79,21843.754
2017-06-03,53,14881.078,12258.246
2017-06-03,54,9788.271999999999,8656.6
2017-06-04,1,5078.884,4570.5522
2017-06-04,2,23675.869,18597.637
2017-06-04,3,64377.208,47376.094
2017-06-04,4,21867.748,17466.662
2017-06-04,5,15335.883,11301.237
2017-06-04,6,30909.481,25300.225
2017-06-04,7,23744.282,19154.047
2017-06-04,8,34577.992,28015.11
2017-06-04,9,34918.363,27972.092
2017-06-04,10,9936.767,8658.132
2017-06-04,11,34790.315,28887.223
2017-06-04,12,10299.063,8797.226
2017-06-04,13,8645.233,7132.1963
2017-06-04,14,8452.208,7052.7686
2017-06-04,15,9825.198,7637.094
2017-06-04,16,12975.573999999999,7702.5923
2017-06-04,17,23574.398,19111.26
2017-06-04,18,19201.256,13536.382
2017-06-04,19,10083.262999999999,9613.253
2017-06-04,20,31979.603,27419.598
2017-06-04,21,24572.748,19207.525
2017-06-04,22,10030.821,7212.8975
2017-06-04,23,12064.554,8899.347
2017-06-04,24,21785.475,16203.325
2017-06-04,25,7591.687,5616.1245
2017-06-04,26,8742.739,6544.187
2017-06-04,27,24529.802,19478.033
2017-06-04,28,29478.126,22758.43
2017-06-04,29,21116.214,16492.855
2017-06-04,30,6644.384,5320.7476
2017-06-04,31,20512.896,15705.106
2017-06-04,32,5675.089,4344.8677
2017-06-04,33,15069.802,10655.741
2017-06-04,34,13640.535,10605.698
2017-06-04,35,6998.805,5422.444
2017-06-04,36,15510.343,11708.206
2017-06-04,37,17612.243,12544.12
2017-06-04,38,21035.236,16142.51
2017-06-04,39,25590.84,20384.902
2017-06-04,40,21801.56,13892.544
2017-06-04,41,22030.637,16177.848
2017-06-04,42,21499.528,17685.205
2017-06-04,43,19552.46,16892.195
2017-06-04,44,73414.372,58505.277
2017-06-04,45,76616.06999999999,57536.227
2017-06-04,46,69118.47200000001,48268.855
2017-06-04,47,75166.955,51910.645
2017-06-04,48,54282.675,44027.49
2017-06-04,49,60427.291,44593.94
2017-06-04,50,37219.613,28412.22
2017-06-04,51,34590.384,26904.58
2017-06-04,52,29679.245,22467.447
2017-06-04,53,19100.148,14451.11
2017-06-04,54,13845.762999999999,11429.007
2017-06-05,1,11994.794,10251.3955
2017-06-05,2,16389.016,12284.641
2017-06-05,3,40208.682,31296.1
2017-06-05,4,12992.785,10214.409
2017-06-05,5,10521.408,8413.7
2017-06-05,6,19014.472,14711.962
2017-06-05,7,24838.554,20242.729
2017-06-05,8,22077.269,17401.098
2017-06-05,9,22032.797,16587.748
2017-06-05,10,6720.2119999999995,5697.7676
2017-06-05,11,24345.54,19128.277
2017-06-05,12,9131.167,7157.3555
2017-06-05,13,9716.063,6288.4614
2017-06-05,14,10225.847,7605.484
